YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN
1986,4,3,6.01,6.35,0.68,385.2,118.2,-999.0,-999.0,-999.0,-999.0,22.63,19.23,20.93,22.62,-262.7,28.48,18.03
1986,4,4,6.15,6.16,0.7,355.2,122.7,-999.0,-999.0,-999.0,-999.0,22.45,19.94,21.19,22.79,-264.65,27.58,19.08
1986,4,5,5.45,6.0,0.62,391.7,109.2,-999.0,-999.0,-999.0,-999.0,23.38,19.92,21.65,23.11,-264.76,27.62,19.23
1986,4,6,5.33,5.88,0.61,389.8,106.9,-999.0,-999.0,-999.0,-999.0,23.19,20.01,21.6,23.08,-263.69,28.48,19.01
1986,4,7,4.78,5.64,0.55,386.5,97.2,-999.0,-999.0,-999.0,-999.0,21.12,19.44,20.28,21.51,-266.49,25.4,18.73
1986,4,8,4.85,5.6,0.56,376.1,98.5,-999.0,-999.0,-999.0,-999.0,21.54,19.51,20.52,21.99,-264.81,26.44,18.09
1986,4,9,5.12,5.33,0.59,363.6,103.3,-999.0,-999.0,-999.0,-999.0,21.87,19.4,20.64,22.4,-263.63,27.44,17.91
1986,4,10,5.39,5.63,0.63,358.0,108.2,-999.0,-999.0,-999.0,-999.0,22.33,19.92,21.12,22.9,-263.88,27.49,18.22
1986,4,11,5.47,6.24,0.65,359.3,110.2,-999.0,-999.0,-999.0,-999.0,22.66,19.63,21.15,22.92,-262.98,28.87,18.69
1986,4,12,5.89,6.17,0.7,370.1,117.8,-999.0,-999.0,-999.0,-999.0,21.74,19.13,20.44,22.21,-264.02,27.03,17.9
1986,4,13,5.77,5.83,0.69,354.9,115.0,-999.0,-999.0,-999.0,-999.0,22.8,20.04,21.42,22.78,-262.97,28.15,17.98
1986,4,14,4.02,5.81,0.48,375.5,81.7,-999.0,-999.0,-999.0,-999.0,23.06,20.9,21.98,22.91,-265.06,27.55,19.46
1986,4,15,2.55,6.03,0.3,390.7,53.8,-999.0,-999.0,-999.0,-999.0,19.79,18.76,19.28,19.8,-266.3,22.58,15.73
1986,4,16,3.89,4.85,0.48,364.1,79.7,-999.0,-999.0,-999.0,-999.0,16.55,14.48,15.51,16.86,-267.27,20.16,14.28
1986,4,17,3.87,5.47,0.48,361.8,79.3,-999.0,-999.0,-999.0,-999.0,16.12,13.74,14.93,16.45,-265.5,20.87,13.23
1986,4,18,5.75,5.79,0.71,340.9,115.0,-999.0,-999.0,-999.0,-999.0,16.47,13.71,15.08,16.82,-262.83,22.64,12.32
1986,4,19,5.68,5.88,0.7,348.1,113.4,-999.0,-999.0,-999.0,-999.0,17.55,14.51,16.02,18.11,-261.13,24.44,12.42
1986,4,20,5.24,5.66,0.66,381.0,105.6,-999.0,-999.0,-999.0,-999.0,19.56,14.95,17.26,19.21,-261.81,25.31,13.97
1986,4,21,3.45,5.79,0.43,387.5,71.0,-999.0,-999.0,-999.0,-999.0,20.34,16.87,18.61,19.98,-263.66,25.66,16.17
1986,4,22,4.9,5.32,0.62,371.2,98.7,-999.0,-999.0,-999.0,-999.0,20.62,18.12,19.37,20.68,-263.84,26.02,16.7
1986,4,23,3.93,5.39,0.5,367.3,80.3,-999.0,-999.0,-999.0,-999.0,19.62,17.94,18.79,20.0,-266.02,24.02,16.9
1986,4,24,5.27,5.46,0.67,358.0,105.5,-999.0,-999.0,-999.0,-999.0,19.36,17.1,18.23,19.69,-263.45,25.15,15.44
1986,4,25,4.84,5.18,0.62,367.4,97.6,-999.0,-999.0,-999.0,-999.0,20.84,18.44,19.64,21.06,-263.47,26.0,16.31
1986,4,26,5.08,5.08,0.66,383.3,102.3,-999.0,-999.0,-999.0,-999.0,21.79,19.27,20.53,21.69,-266.3,25.76,18.91
1986,4,27,2.85,5.14,0.38,387.3,59.6,-999.0,-999.0,-999.0,-999.0,19.09,17.77,18.44,19.27,-267.49,22.03,16.37
1986,4,28,3.68,5.31,0.48,360.4,75.5,-999.0,-999.0,-999.0,-999.0,16.35,14.29,15.32,16.64,-265.91,20.39,13.15
1986,4,29,4.58,5.28,0.61,341.0,92.4,-999.0,-999.0,-999.0,-999.0,15.64,12.9,14.26,15.96,-265.16,20.45,12.46
1986,4,30,5.23,5.31,0.7,333.3,104.5,-999.0,-999.0,-999.0,-999.0,15.05,12.47,13.76,15.2,-260.8,21.71,9.36
1986,5,1,4.9,5.19,0.66,336.4,98.0,-999.0,-999.0,-999.0,-999.0,16.34,12.9,14.62,15.9,-259.98,23.22,10.04
1986,5,2,4.94,5.13,0.66,334.9,98.8,-999.0,-999.0,-999.0,-999.0,17.43,13.51,15.47,16.37,-260.29,23.79,10.92
1986,5,3,5.03,5.13,0.68,336.2,100.4,-999.0,-999.0,-999.0,-999.0,18.07,14.12,16.09,16.73,-260.88,24.62,12.35
1986,5,4,4.89,4.97,0.66,334.4,97.4,-999.0,-999.0,-999.0,-999.0,18.57,15.26,16.92,18.43,-261.6,24.88,13.33
1986,5,5,4.86,5.24,0.66,358.6,95.3,-999.0,-999.0,-999.0,-999.0,19.15,14.37,16.76,18.3,-261.73,24.4,12.98
1986,5,6,4.24,4.71,0.59,368.7,84.1,-999.0,-999.0,-999.0,-999.0,18.58,14.53,16.55,17.94,-263.4,24.3,14.55
1986,5,7,2.23,5.31,0.31,371.2,46.4,-999.0,-999.0,-999.0,-999.0,18.62,16.96,17.8,18.83,-265.61,22.92,15.38
1986,5,8,2.68,5.28,0.38,361.2,55.0,-999.0,-999.0,-999.0,-999.0,18.49,17.23,17.87,18.22,-267.43,21.72,16.0
1986,5,9,2.59,5.23,0.37,385.3,53.3,-999.0,-999.0,-999.0,-999.0,18.44,17.22,17.83,18.15,-267.63,21.63,16.12
1986,5,10,2.59,5.11,0.37,375.3,53.2,-999.0,-999.0,-999.0,-999.0,19.1,17.43,18.26,18.99,-264.88,23.99,15.73
1986,5,11,3.19,5.17,0.45,376.5,64.6,-999.0,-999.0,-999.0,-999.0,18.98,17.08,18.04,19.01,-264.46,24.19,15.51
1986,5,12,2.93,5.04,0.42,370.1,58.9,-999.0,-999.0,-999.0,-999.0,19.37,18.34,18.86,19.12,-266.48,23.19,16.52
1986,5,13,1.68,5.1,0.24,350.9,35.2,-999.0,-999.0,-999.0,-999.0,19.76,17.9,18.83,19.73,-266.43,23.87,17.15
1986,5,14,1.14,5.04,0.16,363.3,26.0,-999.0,-999.0,-999.0,-999.0,15.24,13.76,14.5,15.47,-267.45,18.37,12.67
1986,5,15,4.35,4.7,0.63,336.4,85.7,-999.0,-999.0,-999.0,-999.0,16.83,15.03,15.94,17.34,-261.99,23.18,12.02
1986,5,16,4.57,4.69,0.67,330.1,89.7,-999.0,-999.0,-999.0,-999.0,19.51,17.35,18.43,19.7,-261.7,25.94,14.49
1986,5,17,3.92,4.9,0.58,351.6,77.8,-999.0,-999.0,-999.0,-999.0,20.02,17.82,18.92,19.83,-263.02,25.41,15.28
1986,5,18,1.95,4.92,0.29,355.5,40.6,-999.0,-999.0,-999.0,-999.0,18.65,17.73,18.19,18.47,-269.63,20.67,17.15
1986,5,19,3.01,4.89,0.45,375.2,60.7,-999.0,-999.0,-999.0,-999.0,19.55,17.56,18.55,19.45,-264.5,25.12,16.48
1986,5,20,4.74,4.85,0.71,347.5,92.8,-999.0,-999.0,-999.0,-999.0,19.65,18.0,18.83,19.24,-263.95,24.75,15.55
1986,5,21,2.0,4.71,0.3,375.1,41.9,-999.0,-999.0,-999.0,-999.0,18.62,16.96,17.79,18.74,-264.58,22.7,14.13
1986,5,22,3.06,3.79,0.46,351.8,62.9,-999.0,-999.0,-999.0,-999.0,15.25,13.07,14.16,15.64,-265.49,20.2,12.54
1986,5,23,3.35,4.18,0.51,349.1,68.2,-999.0,-999.0,-999.0,-999.0,17.23,15.45,16.33,17.56,-263.62,22.88,13.35
1986,5,24,4.09,4.29,0.62,343.5,82.3,-999.0,-999.0,-999.0,-999.0,18.69,16.18,17.44,18.58,-262.61,24.33,13.79
1986,5,25,3.5,4.12,0.54,385.1,71.5,-999.0,-999.0,-999.0,-999.0,18.93,16.65,17.79,18.59,-264.87,24.02,15.74
1986,5,26,1.98,4.56,0.3,381.8,41.7,-999.0,-999.0,-999.0,-999.0,18.16,16.58,17.37,18.14,-266.45,22.01,15.32
1986,5,27,3.96,4.46,0.61,377.1,79.9,-999.0,-999.0,-999.0,-999.0,18.97,16.49,17.73,18.77,-263.1,24.55,14.5
1986,5,28,4.23,4.28,0.66,342.8,84.7,-999.0,-999.0,-999.0,-999.0,18.86,15.31,17.08,18.17,-262.39,24.87,14.11
1986,5,29,4.64,4.64,0.73,323.5,91.5,-999.0,-999.0,-999.0,-999.0,17.94,14.27,16.11,17.35,-261.51,24.64,13.0
1986,5,30,3.86,4.31,0.6,353.3,77.2,-999.0,-999.0,-999.0,-999.0,18.48,15.75,17.12,18.12,-262.49,24.3,13.62
1986,5,31,3.26,3.9,0.51,372.6,66.5,-999.0,-999.0,-999.0,-999.0,14.8,12.9,13.86,15.23,-265.95,18.15,10.94
1986,6,1,4.03,4.12,0.63,331.7,81.0,-999.0,-999.0,-999.0,-999.0,12.12,9.01,10.57,12.76,-261.78,18.19,6.83
1986,6,2,3.88,4.06,0.61,327.0,77.9,-999.0,-999.0,-999.0,-999.0,11.06,8.23,9.65,11.08,-260.47,17.65,4.97
1986,6,3,4.23,4.22,0.67,325.5,84.3,-999.0,-999.0,-999.0,-999.0,12.25,10.06,11.15,12.21,-263.38,17.89,8.12
1986,6,4,3.86,3.98,0.62,327.9,77.2,-999.0,-999.0,-999.0,-999.0,11.87,9.33,10.61,11.85,-259.83,19.04,5.71
1986,6,5,3.55,3.87,0.56,339.0,71.8,-999.0,-999.0,-999.0,-999.0,13.91,9.77,11.84,13.3,-261.35,20.61,8.8
1986,6,6,3.92,3.96,0.62,321.8,78.3,-999.0,-999.0,-999.0,-999.0,12.98,8.73,10.86,12.04,-260.02,20.08,6.94
1986,6,7,2.67,4.29,0.43,355.1,55.0,-999.0,-999.0,-999.0,-999.0,13.84,11.27,12.55,13.77,-262.1,19.72,8.66
1986,6,8,3.68,3.66,0.59,328.1,74.0,-999.0,-999.0,-999.0,-999.0,16.11,13.97,15.04,16.23,-264.11,21.87,12.82
1986,6,9,3.67,3.4,0.59,328.9,73.6,-999.0,-999.0,-999.0,-999.0,16.15,12.13,14.15,15.51,-261.39,22.29,10.53
1986,6,10,3.78,3.95,0.61,341.6,75.9,-999.0,-999.0,-999.0,-999.0,16.62,12.28,14.45,15.44,-261.46,22.58,10.88
1986,6,11,3.73,3.52,0.6,338.1,75.0,-999.0,-999.0,-999.0,-999.0,16.97,11.82,14.4,15.42,-262.52,22.68,12.04
1986,6,12,3.88,3.87,0.63,340.5,77.7,-999.0,-999.0,-999.0,-999.0,17.04,13.22,15.13,15.94,-262.95,22.8,12.59
1986,6,13,3.28,4.1,0.53,361.2,65.5,-999.0,-999.0,-999.0,-999.0,17.84,15.23,16.54,17.56,-264.77,22.95,14.57
1986,6,14,4.0,3.98,0.65,347.8,80.2,-999.0,-999.0,-999.0,-999.0,17.85,14.05,15.94,17.24,-263.04,23.69,13.58
1986,6,15,3.92,3.8,0.64,354.2,79.3,-999.0,-999.0,-999.0,-999.0,17.76,14.1,15.93,16.92,-262.54,23.3,12.69
1986,6,16,3.8,4.04,0.62,343.9,77.0,-999.0,-999.0,-999.0,-999.0,17.07,14.13,15.6,16.57,-261.45,23.58,11.87
1986,6,17,4.12,4.15,0.67,335.0,81.6,-999.0,-999.0,-999.0,-999.0,16.83,13.69,15.26,16.4,-260.43,23.82,11.1
1986,6,18,4.09,4.05,0.67,331.0,80.0,-999.0,-999.0,-999.0,-999.0,17.07,13.95,15.51,16.83,-261.17,23.75,11.77
1986,6,19,3.84,4.42,0.62,344.1,75.9,-999.0,-999.0,-999.0,-999.0,16.88,14.05,15.47,16.77,-261.53,23.56,11.94
1986,6,20,4.18,4.32,0.68,330.4,83.1,-999.0,-999.0,-999.0,-999.0,15.37,12.78,14.08,15.26,-262.0,21.3,10.15
1986,6,21,3.87,3.92,0.63,324.6,76.7,-999.0,-999.0,-999.0,-999.0,15.3,12.14,13.72,15.09,-260.02,22.44,9.3
1986,6,22,3.82,3.86,0.62,334.2,76.6,-999.0,-999.0,-999.0,-999.0,14.44,9.84,12.14,14.01,-260.2,21.9,8.94
1986,6,23,3.11,4.01,0.51,361.4,63.3,-999.0,-999.0,-999.0,-999.0,14.72,10.52,12.62,14.07,-259.99,21.67,8.51
1986,6,24,3.75,3.56,0.62,341.7,75.2,-999.0,-999.0,-999.0,-999.0,16.33,12.67,14.51,16.0,-261.72,22.83,11.4
1986,6,25,2.53,4.09,0.41,360.7,51.9,-999.0,-999.0,-999.0,-999.0,16.83,12.6,14.72,16.16,-262.41,22.66,11.92
1986,6,26,3.32,3.34,0.55,346.9,67.8,-999.0,-999.0,-999.0,-999.0,15.18,13.68,14.43,15.44,-266.52,19.52,12.89
1986,6,27,3.25,3.55,0.53,331.2,65.5,-999.0,-999.0,-999.0,-999.0,13.18,11.05,12.12,13.4,-262.7,18.87,8.42
1986,6,28,3.8,3.96,0.62,323.4,75.5,-999.0,-999.0,-999.0,-999.0,12.92,8.33,10.63,11.33,-259.23,20.39,6.47
1986,6,29,4.12,4.15,0.67,334.4,81.5,-999.0,-999.0,-999.0,-999.0,15.27,9.54,12.4,13.49,-261.31,22.76,10.92
1986,6,30,3.8,3.99,0.62,347.9,75.4,-999.0,-999.0,-999.0,-999.0,15.46,11.47,13.47,14.62,-260.15,23.19,10.19
1986,7,1,3.0,4.01,0.48,372.7,60.6,-999.0,-999.0,-999.0,-999.0,17.1,13.26,15.18,16.56,-261.85,23.83,12.54
1986,7,2,2.21,4.08,0.36,341.7,45.4,-999.0,-999.0,-999.0,-999.0,15.01,13.77,14.39,15.17,-268.37,18.34,13.57
1986,7,3,2.78,3.99,0.45,337.7,56.0,-999.0,-999.0,-999.0,-999.0,15.52,14.0,14.76,15.76,-266.34,20.1,13.29
1986,7,4,3.4,3.48,0.55,338.3,68.2,-999.0,-999.0,-999.0,-999.0,15.78,14.3,15.04,15.99,-266.2,20.06,13.12
1986,7,5,3.7,3.58,0.59,340.7,75.2,-999.0,-999.0,-999.0,-999.0,15.76,14.19,14.98,16.05,-265.24,20.69,12.77
1986,7,6,2.79,3.74,0.45,335.8,56.6,-999.0,-999.0,-999.0,-999.0,14.09,12.74,13.42,14.31,-268.56,17.14,12.55
1986,7,7,2.5,4.2,0.4,341.0,51.2,-999.0,-999.0,-999.0,-999.0,12.21,10.83,11.52,12.31,-268.42,14.72,9.99
1986,7,8,3.09,3.7,0.49,316.9,61.9,-999.0,-999.0,-999.0,-999.0,11.26,9.23,10.25,11.47,-265.26,16.36,8.47
1986,7,9,4.32,4.34,0.69,285.3,82.2,-999.0,-999.0,-999.0,-999.0,12.06,9.83,10.95,12.34,-263.73,17.4,7.98
1986,7,10,4.22,4.26,0.67,304.1,81.7,-999.0,-999.0,-999.0,-999.0,12.11,9.73,10.92,12.51,-264.24,17.52,8.61
1986,7,11,4.18,4.25,0.66,298.0,80.6,-999.0,-999.0,-999.0,-999.0,12.63,9.8,11.22,13.04,-263.35,18.69,8.88
1986,7,12,4.1,4.25,0.65,304.3,79.5,-999.0,-999.0,-999.0,-999.0,13.48,9.29,11.39,13.49,-259.88,21.15,7.88
1986,7,13,4.25,4.26,0.67,305.3,83.2,-999.0,-999.0,-999.0,-999.0,14.41,8.51,11.46,12.92,-260.69,21.87,9.4
1986,7,14,4.23,4.24,0.66,306.7,82.8,-999.0,-999.0,-999.0,-999.0,14.19,8.14,11.16,12.87,-259.38,21.65,7.88
1986,7,15,4.33,4.33,0.68,313.1,84.9,-999.0,-999.0,-999.0,-999.0,15.64,9.25,12.44,13.83,-258.93,22.51,8.3
1986,7,16,4.24,4.24,0.66,312.5,83.0,-999.0,-999.0,-999.0,-999.0,16.58,10.87,13.73,15.06,-261.42,23.63,11.9
1986,7,17,4.39,4.37,0.68,320.6,85.8,-999.0,-999.0,-999.0,-999.0,15.19,10.59,12.9,14.08,-260.27,23.01,10.14
1986,7,18,3.86,3.99,0.59,334.8,76.0,-999.0,-999.0,-999.0,-999.0,15.59,11.48,13.54,14.8,-258.78,23.86,9.5
1986,7,19,4.1,3.89,0.63,349.4,82.2,-999.0,-999.0,-999.0,-999.0,16.61,13.93,15.26,16.44,-260.22,23.86,10.93
1986,7,20,3.85,4.22,0.59,358.6,76.4,-999.0,-999.0,-999.0,-999.0,18.09,13.45,15.77,17.6,-260.89,25.13,12.88
1986,7,21,1.65,4.63,0.25,361.8,34.6,-999.0,-999.0,-999.0,-999.0,14.49,12.47,13.48,14.35,-264.44,19.69,10.98
1986,7,22,0.68,4.64,0.1,336.5,15.0,-999.0,-999.0,-999.0,-999.0,11.05,9.93,10.48,11.19,-269.21,13.48,9.54
1986,7,23,2.69,4.57,0.41,366.8,54.5,-999.0,-999.0,-999.0,-999.0,12.92,11.26,12.08,13.33,-263.77,18.71,9.33
1986,7,24,4.01,4.46,0.6,338.0,79.1,-999.0,-999.0,-999.0,-999.0,14.75,12.38,13.56,15.34,-262.7,20.94,10.49
1986,7,25,4.35,4.49,0.65,312.1,85.1,-999.0,-999.0,-999.0,-999.0,15.51,12.63,14.07,15.98,-261.24,22.65,10.74
1986,7,26,4.57,4.61,0.68,313.9,89.5,-999.0,-999.0,-999.0,-999.0,16.08,11.95,14.01,15.68,-261.13,23.32,11.3
1986,7,27,4.5,4.5,0.66,310.4,88.0,-999.0,-999.0,-999.0,-999.0,15.26,10.02,12.64,14.58,-261.46,22.2,10.51
1986,7,28,3.78,3.98,0.55,328.0,75.7,-999.0,-999.0,-999.0,-999.0,12.51,10.72,11.62,13.15,-266.56,16.89,10.3
1986,7,29,4.45,4.62,0.66,318.4,87.2,-999.0,-999.0,-999.0,-999.0,14.62,10.82,12.72,14.57,-259.63,22.39,8.87
1986,7,30,4.57,4.58,0.66,318.5,89.3,-999.0,-999.0,-999.0,-999.0,16.89,13.25,15.07,16.23,-259.67,24.32,10.83
1986,7,31,0.87,4.71,0.12,368.9,18.8,-999.0,-999.0,-999.0,-999.0,16.99,15.26,16.12,16.94,-266.92,20.42,14.19
1986,8,1,3.96,4.09,0.57,342.1,78.8,-999.0,-999.0,-999.0,-999.0,17.41,13.17,15.3,16.66,-263.83,22.9,13.58
1986,8,2,4.57,4.64,0.66,322.7,90.3,-999.0,-999.0,-999.0,-999.0,17.15,9.57,13.36,14.95,-260.38,23.78,11.01
1986,8,3,4.84,4.83,0.69,335.0,95.3,-999.0,-999.0,-999.0,-999.0,18.07,11.96,15.01,16.97,-257.97,26.15,10.98
1986,8,4,4.61,4.14,0.66,342.9,90.9,-999.0,-999.0,-999.0,-999.0,19.12,13.97,16.55,18.38,-260.63,27.05,14.52
1986,8,5,4.46,4.46,0.63,327.5,88.0,-999.0,-999.0,-999.0,-999.0,18.69,13.05,15.87,18.36,-260.96,26.25,14.06
1986,8,6,4.5,4.49,0.63,323.8,88.7,-999.0,-999.0,-999.0,-999.0,17.64,11.6,14.62,16.82,-258.88,25.59,11.32
1986,8,7,4.26,4.33,0.59,322.9,84.5,-999.0,-999.0,-999.0,-999.0,15.56,12.45,14.01,15.79,-258.06,23.55,8.44
1986,8,8,4.57,4.64,0.63,322.0,90.3,-999.0,-999.0,-999.0,-999.0,16.78,11.98,14.38,16.73,-259.01,24.86,10.72
1986,8,9,4.63,4.63,0.64,322.3,91.3,-999.0,-999.0,-999.0,-999.0,17.03,11.44,14.23,16.74,-260.27,24.79,11.91
1986,8,10,4.6,4.56,0.63,326.6,91.3,-999.0,-999.0,-999.0,-999.0,17.4,10.78,14.09,16.94,-258.42,25.41,10.68
1986,8,11,4.48,4.25,0.61,337.9,88.9,-999.0,-999.0,-999.0,-999.0,18.59,12.04,15.31,17.87,-258.86,25.91,11.62
1986,8,12,3.11,4.88,0.42,364.4,62.7,-999.0,-999.0,-999.0,-999.0,18.21,14.51,16.36,18.11,-261.92,24.61,13.37
1986,8,13,3.03,5.02,0.41,372.2,62.3,-999.0,-999.0,-999.0,-999.0,18.83,15.36,17.09,18.36,-262.14,25.53,14.52
1986,8,14,2.58,4.97,0.34,389.1,53.6,-999.0,-999.0,-999.0,-999.0,20.26,14.71,17.48,19.22,-262.07,26.51,15.43
1986,8,15,1.6,5.04,0.21,364.7,34.1,-999.0,-999.0,-999.0,-999.0,19.55,14.09,16.82,18.83,-260.55,26.06,13.46
1986,8,16,1.32,5.05,0.17,371.6,28.6,-999.0,-999.0,-999.0,-999.0,18.86,15.77,17.32,18.76,-265.52,23.66,16.03
1986,8,17,1.73,4.88,0.23,383.9,36.9,-999.0,-999.0,-999.0,-999.0,17.29,15.38,16.33,17.65,-265.68,21.3,13.83
1986,8,18,3.19,4.82,0.41,360.6,64.6,-999.0,-999.0,-999.0,-999.0,15.49,12.51,14.0,16.26,-263.26,21.59,11.7
1986,8,19,3.07,5.16,0.4,376.5,62.8,-999.0,-999.0,-999.0,-999.0,13.89,11.78,12.83,14.44,-266.56,18.16,11.58
1986,8,20,1.79,5.45,0.23,380.5,38.8,-999.0,-999.0,-999.0,-999.0,14.99,13.54,14.26,15.21,-266.44,19.12,12.41
1986,8,21,0.39,5.22,0.05,346.6,9.1,-999.0,-999.0,-999.0,-999.0,16.01,14.44,15.23,16.34,-266.18,20.39,13.42
1986,8,22,3.92,5.56,0.5,373.4,79.8,-999.0,-999.0,-999.0,-999.0,18.08,16.3,17.19,18.17,-263.02,23.2,13.07
1986,8,23,2.52,5.35,0.32,356.7,51.7,-999.0,-999.0,-999.0,-999.0,18.33,17.67,18.0,18.02,-268.67,20.69,16.19
1986,8,24,4.95,5.43,0.62,353.3,98.2,-999.0,-999.0,-999.0,-999.0,17.23,14.69,15.95,17.9,-261.71,23.75,12.31
1986,8,25,2.78,5.43,0.34,365.0,57.1,-999.0,-999.0,-999.0,-999.0,15.98,13.75,14.87,16.81,-262.2,23.05,12.09
1986,8,26,4.15,5.51,0.52,355.4,83.6,-999.0,-999.0,-999.0,-999.0,16.43,14.67,15.55,16.72,-264.31,21.65,12.8
1986,8,27,5.33,5.53,0.66,321.6,104.6,-999.0,-999.0,-999.0,-999.0,15.71,12.24,13.98,15.76,-260.24,22.97,10.05
1986,8,28,5.58,5.75,0.69,324.8,109.4,-999.0,-999.0,-999.0,-999.0,15.88,12.49,14.19,16.42,-262.73,22.59,12.17
1986,8,29,4.7,5.38,0.57,339.6,93.0,-999.0,-999.0,-999.0,-999.0,15.65,11.25,13.44,16.23,-258.52,24.33,9.71
1986,8,30,4.33,5.49,0.52,353.0,87.2,-999.0,-999.0,-999.0,-999.0,14.39,11.71,13.05,14.98,-264.52,19.58,10.96
1986,8,31,3.84,5.52,0.46,366.7,78.2,-999.0,-999.0,-999.0,-999.0,13.62,11.31,12.47,14.3,-265.03,18.44,10.33
1986,9,1,4.88,5.49,0.59,361.8,97.8,-999.0,-999.0,-999.0,-999.0,12.41,8.22,10.32,13.03,-264.0,18.05,8.91
1986,9,2,5.24,5.67,0.62,355.7,104.0,-999.0,-999.0,-999.0,-999.0,13.12,9.05,11.08,13.74,-261.17,19.75,7.77
1986,9,3,4.77,5.8,0.56,365.0,95.3,-999.0,-999.0,-999.0,-999.0,15.81,10.79,13.3,16.39,-259.45,23.3,9.6
1986,9,4,2.29,5.89,0.27,357.3,48.0,-999.0,-999.0,-999.0,-999.0,16.08,10.51,13.3,15.3,-261.69,21.67,10.21
1986,9,5,2.5,5.93,0.29,372.6,52.6,-999.0,-999.0,-999.0,-999.0,15.06,11.54,13.3,15.29,-262.4,21.55,10.8
1986,9,6,4.62,5.88,0.54,364.3,92.9,-999.0,-999.0,-999.0,-999.0,15.09,12.44,13.76,16.01,-261.32,22.38,10.55
1986,9,7,5.69,5.81,0.66,326.7,110.9,-999.0,-999.0,-999.0,-999.0,16.91,13.77,15.34,17.67,-262.17,23.74,12.75
1986,9,8,5.62,6.09,0.64,328.1,110.0,-999.0,-999.0,-999.0,-999.0,16.43,13.14,14.79,17.27,-263.71,21.99,12.56
1986,9,9,5.78,5.76,0.66,321.3,114.2,-999.0,-999.0,-999.0,-999.0,16.28,12.3,14.29,17.05,-262.55,22.76,12.17
1986,9,10,6.09,6.25,0.69,312.1,118.6,-999.0,-999.0,-999.0,-999.0,15.44,10.44,12.94,16.35,-261.08,23.05,10.98
1986,9,11,6.13,6.32,0.69,321.7,118.9,-999.0,-999.0,-999.0,-999.0,14.99,9.44,12.22,15.88,-258.53,23.42,8.8
1986,9,12,6.09,6.23,0.68,328.5,120.1,-999.0,-999.0,-999.0,-999.0,16.7,11.0,13.85,17.35,-255.64,26.02,8.51
1986,9,13,6.24,6.24,0.7,331.3,122.9,-999.0,-999.0,-999.0,-999.0,18.62,10.16,14.4,18.03,-257.77,26.61,11.23
1986,9,14,6.18,6.2,0.69,331.7,121.1,-999.0,-999.0,-999.0,-999.0,20.08,10.88,15.48,18.99,-257.13,27.76,11.74
1986,9,15,6.22,5.74,0.69,350.4,124.1,-999.0,-999.0,-999.0,-999.0,21.65,12.78,17.21,20.82,-257.86,29.08,13.8
1986,9,16,6.09,5.69,0.66,362.7,122.8,-999.0,-999.0,-999.0,-999.0,21.61,15.19,18.4,21.92,-260.54,29.15,16.55
1986,9,17,6.44,6.13,0.7,355.7,126.8,-999.0,-999.0,-999.0,-999.0,23.25,15.83,19.54,23.01,-257.38,31.12,15.35
1986,9,18,4.67,5.93,0.51,369.9,94.3,-999.0,-999.0,-999.0,-999.0,18.38,15.62,17.0,19.4,-264.96,22.94,14.75
1986,9,19,2.53,6.62,0.27,383.5,53.5,-999.0,-999.0,-999.0,-999.0,17.09,14.9,16.0,17.88,-265.96,21.75,14.56
1986,9,20,4.95,6.46,0.53,383.4,99.6,-999.0,-999.0,-999.0,-999.0,18.44,15.87,17.15,19.12,-263.21,25.05,15.12
1986,9,21,4.62,6.51,0.49,351.1,93.7,-999.0,-999.0,-999.0,-999.0,16.49,14.3,15.39,17.26,-266.02,21.19,14.06
1986,9,22,6.03,6.52,0.64,332.9,119.5,-999.0,-999.0,-999.0,-999.0,17.83,14.69,16.26,18.93,-262.55,24.46,13.86
1986,9,23,6.61,6.43,0.7,345.0,128.2,-999.0,-999.0,-999.0,-999.0,20.39,15.87,18.12,21.08,-258.57,28.37,13.78
1986,9,24,5.54,6.64,0.58,372.8,110.6,-999.0,-999.0,-999.0,-999.0,21.99,16.79,19.39,21.62,-260.55,28.66,16.05
1986,9,25,4.13,6.79,0.43,384.1,83.8,-999.0,-999.0,-999.0,-999.0,19.68,16.51,18.1,20.12,-262.98,25.72,15.55
1986,9,26,2.64,6.82,0.27,383.7,56.2,-999.0,-999.0,-999.0,-999.0,16.3,14.19,15.24,16.94,-265.6,20.88,13.33
1986,9,27,4.1,6.84,0.42,371.5,84.7,-999.0,-999.0,-999.0,-999.0,13.33,10.76,12.04,14.18,-266.21,17.22,10.29
1986,9,28,2.01,6.87,0.21,355.0,43.4,-999.0,-999.0,-999.0,-999.0,13.9,10.71,12.31,14.56,-263.1,20.05,9.98
1986,9,29,2.35,6.88,0.24,383.9,50.7,-999.0,-999.0,-999.0,-999.0,15.3,13.14,14.23,15.77,-264.42,20.17,11.44
1986,9,30,5.15,6.23,0.52,350.5,104.5,-999.0,-999.0,-999.0,-999.0,16.77,13.69,15.23,17.92,-261.16,24.07,12.08
